name,nation,foldered,rank,role,mainArm,main_arm_diameter,purchase_type,is_premium,is_reserve,br_ab,br_rb,br_sb,repair_ab,repair_rb,repair_sb,sl_mod_ab,sl_mod_rb,sl_mod_sb,rp_mod_ab,rp_mod_rb,rp_mod_sb,main_reload_base,main_reload_upgraded,forward_ab,forward_rbsb,reverse_ab,reverse_rbsb,stabilizer,can_float,smoke_grenade,ess,night_vision,revers_gear,rangefinder,dozer,autoloader,era_armor,thermal_vision,laser_rangefinder,hydro_suspension,composite_armor,lwr
Type 87 RCV,Japan,True,6,Light,25mm Oerlikon KBA B02 cannon,25,Tech Tree,False,False,9,9,9,3075,3406,4082,120,160,200,214,214,214,10.4,8,112,101,13,12,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
Type 89,Japan,True,6,Light,35mm Oerlikon KDE cannon,35,Tech Tree,False,False,9,9,9,3215,3439,4117,130,170,210,220,220,220,0.3,0.3,78,71,48,43,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True
Type 74 (E),Japan,True,6,Medium,L7A3 (105mm),105,Tech Tree,False,False,9,9,9,3992,4144,5128,150,200,240,220,220,220,8.7,6.7,59,54,9,8,True,False,True,False,True,False,False,True,False,False,False,True,True,False,False
Type 74 (F),Japan,True,6,Medium,L7A3 (105mm),105,Tech Tree,False,False,9,9,9,4273,4428,5477,150,210,250,226,226,226,8.7,6.7,59,54,9,8,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False
Type 16 (P),Japan,False,6,Light,JSW (105mm),105,Tech Tree,False,False,9.3,9.3,9.3,3169,3316,3841,130,160,210,220,220,220,8.7,6.7,111,100,41,37,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True
Type 87,Japan,False,6,SPAA,2x 35mm Oerlikon KDA cannon,35,Tech Tree,False,False,8.3,8.3,8.3,4444,3802,4781,150,190,230,208,208,208,1.3,1,58,54,9,8,True,False,True,False,True,False,False,False,False,False,False,True,True,False,True
Type 16 (FPS),Japan,False,6,Light,JSW (105mm),105,Pack,True,False,9.3,9.3,9.3,2676,2845,3280,260,340,440,452,452,452,8.7,6.7,111,100,41,37,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True
Type 74 (G),Japan,False,6,Medium,L7A3 (105mm),105,GE,True,False,9.3,9.3,9.3,3026,3103,3797,280,380,440,428,428,428,8.7,6.7,59,54,19,17,True,False,True,False,True,False,False,False,False,False,True,True,True,False,True
TKX (P),Japan,False,7,Medium,120mm TKG cannon,120,Tech Tree,False,False,11,11,11,4212,4165,5102,150,190,210,238,238,238,4,4,78,71,78,71,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True
Type 90,Japan,True,7,Medium,Type 90 L/44 (120mm),120,Tech Tree,False,False,11,11,11,4212,4165,5102,150,190,210,238,238,238,4,4,81,73,38,34,True,False,True,False,True,False,False,True,True,False,True,True,True,True,True
Type 90 (B),Japan,True,7,Medium,Type 90 L/44 (120mm),120,Tech Tree,False,False,11,11,11,4508,4456,5447,150,190,220,244,244,244,4,4,81,73,38,34,True,False,True,False,True,False,False,False,True,False,True,True,True,True,True
Type 16,Japan,False,7,Light,JSW (105mm),105,Tech Tree,False,False,9.7,9.7,9.7,3360,3340,4091,140,170,220,232,232,232,8.7,6.7,111,100,41,37,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True
Type 93,Japan,False,7,SPAA,Type 91 SAM,80,Tech Tree,False,False,9.3,9.3,9.3,5213,4407,5265,160,210,250,232,232,232,19.5,15,136,125,42,38,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
Type 81 (C),Japan,False,7,SPAA,Type 81 SAM-1C,160,Tech Tree,False,False,11,11,11,4535,4423,4890,160,200,250,238,238,238,19.5,15,98,91,14,13,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
Type 90B "Fuji",Japan,False,7,Medium,Type 90 L/44 (120mm),120,Pack,True,False,11,11,11,3304,3384,4003,300,380,440,488,488,488,4,4,81,73,38,34,True,False,True,False,True,False,False,False,True,False,True,True,True,True,True
Type 10,Japan,True,8,Medium,120mm TKG cannon,120,Tech Tree,False,False,11.7,11.7,11.7,4665,4530,5737,150,190,210,250,250,250,4,4,78,71,78,71,True,False,True,False,True,True,False,False,True,False,True,True,True,True,True
TKX,Japan,True,8,Medium,120mm TKG cannon,120,Tech Tree,False,False,11.7,11.7,11.7,4495,4356,5514,160,200,210,256,256,256,4,4,78,71,78,71,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True
M8 LAC (China),China,False,1,Light,M6 (37mm),37,Tech Tree,False,True,1,1,1,0,0,0,10,10,10,100,100,100,4.6,3.5,101,91,15,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
T-26 (China),China,False,1,Light,20-K (45mm),45,Tech Tree,False,True,1,1,1,0,0,0,10,10,10,100,100,100,3.8,2.9,34,31,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chi-Ha (China),China,False,1,Medium,Type 97 (57mm),57,Tech Tree,False,False,1.3,1.3,1.3,132,110,120,10,10,20,100,100,100,4.3,3.3,45,40,7,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sd.Kfz.222 (China),China,False,1,SPAA,20mm KwK30 cannon,20,Tech Tree,False,False,1.3,1.3,1.3,101,89,138,10,10,20,100,100,100,7.8,6,87,81,17,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M8 HMC (China),China,False,1,Tank destroyer,M2 Howitzer (75mm),75,Tech Tree,False,False,1.3,1.3,1.3,93,107,126,10,20,20,100,100,100,4.3,3.3,70,64,19,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SU-76M (China),China,False,1,Tank destroyer,ZIS-3 (76mm),76,Tech Tree,False,False,2,2,2,308,330,414,20,30,40,106,106,106,7.8,6,34,31,6,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
T-26 No.531,China,False,1,Light,20-K (45mm),45,GE,True,False,1,1,1,322,226,201,40,40,40,150,150,150,3.8,2.9,34,31,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M3A3 Stuart (China),China,True,2,Light,M6 (37mm),37,Tech Tree,False,False,2.3,2.7,2.7,436,499,618,30,40,40,118,118,118,3.7,2.9,65,59,8,7,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
M5A1 (China),China,True,2,Light,M6 (37mm),37,Tech Tree,False,False,2.3,2.7,2.7,590,670,856,50,60,60,124,124,124,3.7,2.9,65,58,17,15,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M24 (China),China,False,2,Light,M6 (75mm),75,Tech Tree,False,False,3.3,3.7,3.7,734,838,995,50,70,90,130,130,130,8.4,6.5,63,57,26,24,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Chi-Ha Kai (China),China,False,2,Medium,Type 1 (47mm),47,Tech Tree,False,False,2.3,2.3,2.3,417,446,559,30,40,40,112,112,112,4.3,3.3,45,40,7,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M4A4 (China),China,False,2,Medium,M3 (75mm),75,Tech Tree,False,False,3.7,3.7,3.7,852,1011,1273,50,80,90,130,130,130,6.5,5,45,41,6,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCKW 353 (M45),China,False,2,SPAA,4x 12.7mm M2HB machine gun,12.7,Tech Tree,False,False,2.3,2.3,2.3,446,376,585,30,40,50,112,112,112,10.4,8,70,65,10,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LVT(A)(4) (ZiS-2),China,False,2,Tank destroyer,ZIS-2 (57mm),57,Tech Tree,False,False,2.3,2.3,2.3,412,480,576,30,50,60,112,112,112,8.7,6.7,44,40,6,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
M10 GMC (China),China,False,2,Tank destroyer,M7 (76mm),76,Tech Tree,False,False,3.7,3.3,3.3,737,884,1074,50,80,100,124,124,124,7.1,5.5,53,49,6,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M3A3 (1st PTG) (China),China,False,2,Light,M6 (37mm),37,Pack,True,False,2.3,2.7,2.7,659,430,622,80,80,80,224,224,224,3.7,2.9,65,59,8,7,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
M4A4 (1st PTG) (China),China,False,2,Medium,M3 (75mm),75,GE,True,False,3.7,3.7,3.7,624,709,1815,120,180,260,272,272,272,6.5,5,45,41,6,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Object 211,China,True,3,Light,Type-62-85-TC (85mm),85,Tech Tree,False,False,5,5,5,960,1183,1443,70,110,140,148,148,148,9.6,7.4,72,65,9,9,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
PT-76 (China),China,True,3,Light,76mm D-56T cannon,76,Gift,False,False,5,5,5,1122,1383,1698,80,120,160,154,154,154,6.5,5,49,44,8,7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False
T-34 (1943) (China),China,True,3,Medium,F-34 (76mm),76,Tech Tree,False,False,4,4,4,909,1070,1372,60,90,110,136,136,136,8.4,6.5,55,49,8,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M4A1 (75) W (China),China,True,3,Medium,M3 (75mm),75,Tech Tree,False,False,4,4,4,1111,1303,1701,70,100,120,142,142,142,6.5,5,43,38,6,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ZSD63/PG87,China,False,3,SPAA,2x 25mm PG87 cannon,25,Tech Tree,False,False,5,4.7,4.7,1290,1032,1506,70,90,140,136,136,136,16.9,13,66,61,10,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M42 (China),China,False,3,SPAA,2x Dual Automatic Gun M2 (40mm),40,Tech Tree,False,False,5,4.3,4.7,1421,1103,1625,80,100,150,142,142,142,0.6,0.5,79,73,21,19,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ISU-152 (China),China,False,3,Tank destroyer,ML-20S (152mm),152,Tech Tree,False,False,4.7,4.7,4.7,1258,1508,1994,80,120,150,142,142,142,27.7,21.3,39,36,15,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M41A3 (China),China,False,3,Light,M32 (76mm),76,GE,True,False,5.3,5.3,5.3,1173,1361,1721,180,260,360,320,320,320,7.6,5.9,81,73,21,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M18 GMC (China),China,False,4,Light,76mm M1 cannon,76,Tech Tree,False,False,5.3,5.7,5.7,2099,2703,3174,100,150,190,166,166,166,7.9,6.1,90,81,29,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Type 63,China,True,4,Light,Type-62-85-TC (85mm),85,Tech Tree,False,False,6.3,6.3,6.3,2641,3210,4301,110,150,190,172,172,172,9.2,7,72,65,9,9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Type 62,China,True,4,Light,Type-62-85-TC (85mm),85,Tech Tree,False,False,6.7,6.7,6.7,2669,3260,4368,110,150,200,178,178,178,9.6,7.4,67,60,10,9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
T-34-85 (S-53) (China),China,True,4,Medium,ZIS-S-53 (85mm),85,Tech Tree,False,False,5.7,5.7,5.7,2545,3025,3787,100,160,190,166,166,166,9.6,7.4,62,55,10,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
T-34-85 Gai,China,True,4,Medium,85mm Type 56 cannon,85,Tech Tree,False,False,5.7,5.7,5.7,3128,3733,4664,110,180,210,172,172,172,9.6,7.4,62,55,10,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IS-2 (China),China,True,4,Heavy,D-25T (122mm),122,Tech Tree,False,False,6.3,6.3,6.3,3987,4332,5963,120,190,210,172,172,172,27.1,20.8,40,38,16,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IS-2 (1944) (China),China,True,4,Heavy,D-25T (122mm),122,Tech Tree,False,False,6.7,6.7,6.7,4506,4642,6373,140,190,220,178,178,178,27.1,20.8,40,38,16,15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Ph?ng kh?ng T-34,China,False,4,SPAA,2x Type 65 (37mm),37,Tech Tree,False,False,5.7,5,5,2948,2314,3511,110,140,200,160,160,160,1.3,1,60,55,10,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M36 GMC (China),China,True,4,Tank destroyer,90mm M3 cannon,90,Tech Tree,False,False,5.3,5.3,5.3,2490,2921,4048,110,170,210,160,160,160,9.7,7.5,46,42,6,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ISU-122 (China),China,True,4,Tank destroyer,A-19 (122mm),122,Tech Tree,False,False,5.3,5.3,5.3,3026,3518,4929,110,180,230,166,166,166,26,20,39,36,15,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SU-100 (China),China,False,4,Tank destroyer,D-10S (100mm),100,Tech Tree,False,False,6,6,6,3459,4021,5268,120,190,250,172,172,172,13.7,10.5,55,50,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PLZ83,China,False,4,Tank destroyer,152mm PL66 Gai cannon,152,Tech Tree,False,False,6.3,6.3,6.3,3895,4375,5938,130,200,250,178,178,178,17.3,13.3,61,57,10,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M64,China,False,4,Light,76mm M1 cannon,76,Market,True,False,5.3,5.7,5.7,1248,1453,1801,180,260,340,320,320,320,7.9,6.1,81,73,21,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
T-34-85 No.215,China,False,4,Medium,ZIS-S-53 (85mm),85,GE,True,False,5.7,5.7,5.7,1687,2081,2654,200,320,380,332,332,332,9.6,7.4,62,55,10,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IS-2 No.402,China,False,4,Heavy,D-25T (122mm),122,GE,True,False,6.3,6.3,6.3,2629,2925,4053,240,380,440,356,356,356,27.1,20.8,40,38,16,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ZTS63,China,True,5,Light,85mm Type 63 cannon,85,Tech Tree,False,False,7.7,7.7,7.7,3163,3777,5145,110,160,200,190,190,190,9.6,7.4,72,65,9,9,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
ZBD86,China,True,5,Light,73mm Type 85 cannon,73,Tech Tree,False,False,7.7,7.7,7.7,2549,3053,4152,110,160,210,196,196,196,6,6,73,66,13,12,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False
M48A1 (China),China,False,5,Medium,M41 (90mm),90,Tech Tree,False,False,7.7,7.7,7.7,3878,4381,6174,130,200,220,190,190,190,8.7,6.7,50,45,10,9,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
Type 59,China,True,5,Medium,Type 59 (100mm),100,Tech Tree,False,False,8,8,8,4392,4892,6936,130,200,230,196,196,196,9.7,7.5,56,51,9,8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Type 69,China,True,5,Medium,Type 69 (100mm),100,Tech Tree,False,False,8,8,8,4093,4526,6212,130,200,240,202,202,202,9.7,7.5,56,51,9,8,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
WZ305,China,False,5,SPAA,2x WA318 (57mm),57,Tech Tree,False,False,8.7,8,8,4955,4000,5045,130,180,220,196,196,196,2.6,2,55,51,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M113A1 (TOW) (China),China,False,5,Tank destroyer,BGM-71B TOW,152,Tech Tree,False,False,8.3,8.3,8.3,4119,4514,5638,160,210,250,202,202,202,13,10,70,65,17,15,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ZTZ59A,China,False,5,Medium,Type 59 (100mm),100,GE,True,False,8,8,8,2818,3225,4391,260,400,460,392,392,392,9.7,7.5,56,51,9,8,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Type 69-IIa,China,False,5,Medium,100mm Type 69-II cannon,100,Gift,True,False,8.3,8.3,8.3,3162,3446,4734,280,400,500,416,416,416,9.7,7.5,56,51,9,8,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False
M41D,China,False,6,Light,76mm M32K1 cannon,76,Tech Tree,False,False,7.7,8,8,2919,3353,4094,120,160,200,208,208,208,7.6,5.9,80,72,21,19,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False
M60A3 TTS (China),China,False,6,Medium,105mm M68 cannon,105,Tech Tree,False,False,9,9,9,3948,4099,5072,150,200,240,220,220,220,8.7,6.7,54,49,9,8,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False
CM11,China,False,6,Medium,M68A1 (105mm),105,Tech Tree,False,False,9.3,9.3,9.3,3965,4029,5149,160,200,240,226,226,226,6.5,5,54,49,9,8,True,False,True,True,True,False,False,False,False,True,True,True,False,False,False
ZTZ59D1,China,False,6,Medium,Type 83 (105mm),105,Tech Tree,False,False,8.3,8.3,8.3,4009,4163,5155,140,190,230,208,208,208,9.7,7.5,56,51,9,8,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
ZTZ88B,China,True,6,Medium,105mm 88B-105T cannon,105,Tech Tree,False,False,9,9,9,3865,4006,4959,140,200,230,214,214,214,9.7,7.5,64,58,10,9,True,False,True,True,True,False,False,False,False,False,False,True,False,True,False
ZTZ88A,China,True,6,Medium,ZPL94 (105mm),105,Tech Tree,False,False,9,9,9,3948,4099,5072,150,200,240,220,220,220,9.7,7.5,64,58,10,9,True,False,True,True,True,False,False,False,False,False,False,True,False,True,False
ZTZ96,China,False,6,Medium,Type 88C (125mm),125,Tech Tree,False,False,9.3,9.3,9.3,3965,3926,5093,160,200,240,226,226,226,7.1,7.1,64,58,10,9,True,False,True,True,True,False,False,False,True,False,False,True,False,True,False
PGZ09,China,False,6,SPAA,2x 35mm PG99-35-2 cannon,35,Tech Tree,False,False,8.3,8.3,8.3,4568,3894,4732,150,190,230,214,214,214,1.3,1,71,66,17,16,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False
CM25,China,True,6,Tank destroyer,BGM-71 TOW ATGM,152,Tech Tree,False,False,8.7,8.7,8.7,4306,4930,5222,160,210,250,214,214,214,13,10,70,65,17,15,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
PTZ89,China,True,6,Tank destroyer,PTZ89 (120mm),120,Tech Tree,False,False,8.7,8.7,8.7,4262,4716,5361,160,210,250,220,220,220,5,5,60,56,9,8,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False
PTL02,China,True,6,Light,PTP86 (100mm),100,Tech Tree,False,False,8.7,9,9,3177,3316,3841,130,160,210,220,220,220,8.7,6.7,94,84,8,8,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False
AFT09,China,True,6,Tank destroyer,HJ-9 ATGM,152,Tech Tree,False,False,9,9,9,4586,5050,5740,160,210,250,226,226,226,15,15,104,96,9,9,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False
Object 122MT "MC",China,False,6,Medium,120mm Cannon Type 71,120,Squadron,False,False,8.7,8.7,8.7,4156,4522,5779,140,200,240,214,214,214,12,9.2,62,56,9,8,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False
WMA301,China,False,6,Light,105mm WMA301 cannon,105,GE,True,False,8.7,9,9,2568,2706,3145,240,320,400,428,428,428,8.7,6.7,95,85,8,8,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False
T-69 II G,China,False,6,Medium,ZPL94 (105mm),105,GE,True,False,9,9,9,3149,3362,4100,300,420,500,452,452,452,9.7,7.5,56,51,9,8,True,False,True,True,True,False,False,False,False,True,False,True,False,False,False
T-62 545 (China),China,False,6,Medium,U-5TS (115mm),115,Gift,True,False,8.7,8.7,8.7,3039,3312,4358,280,400,480,428,428,428,10.4,8,56,51,9,8,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
MBT2000,China,False,7,Medium,ZPT98 (125mm),125,Tech Tree,False,False,10.7,10.7,10.7,4056,3990,4693,150,200,230,238,238,238,7.1,7.1,77,70,35,32,True,False,True,True,True,False,False,True,True,True,True,True,False,True,False
